date,gas,gas_real2020
2025-05-23,37.285,30.106951
2025-05-24,37.169,30.013283
2025-05-25,37.169,30.013283
2025-05-26,37.169,30.013283
2025-05-27,37.186,30.02701
2025-05-28,37.647,30.399259
2025-05-29,37.452,30.2418
2025-05-30,36.455,29.436741
2025-05-31,35.081,28.327261
2025-06-01,35.081,28.327261
2025-06-02,35.282,28.489565
2025-06-03,35.824,28.92722
2025-06-04,36.342,29.345496
2025-06-05,36.689,29.625692
2025-06-06,37.077,29.938995
2025-06-07,36.827,29.737124
2025-06-08,36.827,29.737124
2025-06-09,36.845,29.751659
2025-06-10,36.339,29.343073
2025-06-11,35.575,28.726157
2025-06-12,36.349,29.351148
2025-06-13,36.827,29.737124
2025-06-14,38.507,31.093693
2025-06-15,38.507,31.093693
2025-06-16,38.533,31.114688
2025-06-17,39.13,31.596754
2025-06-18,39.726,32.078013
2025-06-19,40.15,32.420386
2025-06-20,41.733,33.698629
2025-06-21,41.318,33.363524
2025-06-22,41.318,33.363524
2025-06-23,41.382,33.415203
2025-06-24,41.774,33.731736
2025-06-25,36.723,29.653146
2025-06-26,36.536,29.502147
2025-06-27,35.169,28.39832
2025-06-28,34.127,27.556924
2025-06-29,34.127,27.556924
2025-06-30,34.196,27.61264
2025-07-01,33.815,27.30499
2025-07-02,34.208,27.62233
2025-07-03,34.402,27.778981
2025-07-04,34.49,27.85004
2025-07-05,34.014,27.465679
2025-07-06,34.014,27.465679
2025-07-07,34.218,27.630405
2025-07-08,34.345,27.732955
2025-07-09,35.003,28.264278
2025-07-10,35.343,28.538822
2025-07-11,35.732,28.852932
2025-07-12,35.794,28.902996
2025-07-13,35.794,28.902996
2025-07-14,35.995,29.0653
2025-07-15,36.399,29.391522
2025-07-16,35.554,28.7092
2025-07-17,35.77,28.883616
2025-07-18,35.87,28.964364
2025-07-19,34.85,28.140733
2025-07-20,34.85,28.140733
2025-07-21,34.929,28.204524
2025-07-22,34.484,27.845195
2025-07-23,34.228,27.63848
2025-07-24,34.131,27.560154
2025-07-25,33.545,27.08697
2025-07-26,33.387,26.959388
2025-07-27,33.387,26.959388
2025-07-28,33.486,27.039328
2025-07-29,33.563,27.101504
2025-07-30,34.927,28.202909
2025-07-31,35.295,28.500062
2025-08-01,35.681,28.81175
2025-08-02,34.479,27.841157
2025-08-03,34.479,27.841157
2025-08-04,34.681,28.004269
2025-08-05,34.177,27.597298
2025-08-06,34.336,27.725688
2025-08-07,33.917,27.387353
2025-08-08,33.267,26.86249
2025-08-09,32.993,26.64124
2025-08-10,32.993,26.64124
2025-08-11,33.072,26.705031
2025-08-12,33.215,26.820501
2025-08-13,32.907,26.571796
2025-08-14,33.155,26.772052
2025-08-15,32.746,26.441792
2025-08-16,31.804,25.681144
2025-08-17,31.804,25.681144
2025-08-18,31.935,25.786924
2025-08-19,31.669,25.572134
2025-08-20,31.67,25.572942
2025-08-21,32.259,26.048548
2025-08-22,33.491,27.043366
2025-08-23,34.033,27.481021
2025-08-24,34.033,27.481021
2025-08-25,34.033,27.481021
2025-08-26,34.068,27.509283
2025-08-27,34.132,27.560961
2025-08-28,33.204,26.811618
2025-08-29,31.854,25.721518
2025-08-30,31.757,25.643193
2025-08-31,31.757,25.643193
2025-09-01,31.95,25.799037
2025-09-02,32.366,26.134949
2025-09-03,32.396,26.159173
2025-09-04,32.117,25.933886
2025-09-05,32.223,26.019479
2025-09-06,31.986,25.828106
2025-09-07,31.986,25.828106
2025-09-08,32.169,25.975875
2025-09-09,33.216,26.821308
2025-09-10,33.128,26.75025
2025-09-11,33.397,26.967462
2025-09-12,32.528,26.265761
2025-09-13,32.496,26.239921
2025-09-14,32.496,26.239921
2025-09-15,32.441,26.19551
2025-09-16,32.093,25.914506
2025-09-17,32.14,25.952458
2025-09-18,32.315,26.093767
2025-09-19,32.642,26.357814
2025-09-20,32.167,25.97426
2025-09-21,32.167,25.97426
2025-09-22,32.541,26.276258
2025-09-23,32.353,26.124452
2025-09-24,33.064,26.698571
2025-09-25,32.567,26.297253
2025-09-26,33.13,26.751865
2025-09-27,32.772,26.462786
2025-09-28,32.772,26.462786
2025-09-29,33.101,26.728448
2025-09-30,32.788,26.475706
2025-10-01,32.349,26.121222
2025-10-02,32.175,25.98072
2025-10-03,31.703,25.599589
2025-10-04,31.63,25.540642
2025-10-05,31.63,25.540642
2025-10-06,31.672,25.574557
2025-10-07,33.889,27.364743
2025-10-08,34.213,27.626367
2025-10-09,33.596,27.128151
2025-10-10,32.959,26.613785
2025-10-11,32.685,26.392535
2025-10-12,32.685,26.392535
2025-10-13,33.081,26.712298
2025-10-14,32.75,26.445022
2025-10-15,32.853,26.528192
2025-10-16,32.824,26.504775
2025-10-17,33.6,27.131381
2025-10-18,33.008,26.653352
2025-10-19,33.008,26.653352
2025-10-20,33.041,26.679999
2025-10-21,32.591,26.316632
2025-10-22,33.111,26.736523
2025-10-23,32.836,26.514465
2025-10-24,33.354,26.932741
2025-10-25,33.076,26.708261
2025-10-26,33.076,26.708261
2025-10-27,33.211,26.817271
2025-10-28,32.417,26.17613
2025-10-29,32.707,26.4103
2025-10-30,32.764,26.456327
2025-10-31,32.352,26.123644
2025-11-01,31.637,25.546295
2025-11-02,31.637,25.546295
2025-11-03,31.767,25.651267
2025-11-04,32.425,26.18259
2025-11-05,33.205,26.812426
2025-11-06,33.018,26.661427
2025-11-07,32.895,26.562107
2025-11-08,32.561,26.292408
2025-11-09,32.561,26.292408
2025-11-10,32.693,26.398995
2025-11-11,32.347,26.119607
2025-11-12,32.218,26.015442
2025-11-13,32.178,25.983142
2025-11-14,31.673,25.575364
2025-11-15,32.06,25.88786
2025-11-16,32.06,25.88786
2025-11-17,32.409,26.169671
2025-11-18,32.884,26.553224
2025-11-19,33.25,26.848763
2025-11-20,32.536,26.272221
2025-11-21,32.734,26.432102
2025-11-22,32.064,25.891089
2025-11-23,32.064,25.891089
2025-11-24,32.08,25.904009
2025-11-25,31.321,25.291131
2025-11-26,31.231,25.218457
2025-11-27,31.072,25.090068
2025-11-28,30.69,24.78161
2025-11-29,30.564,24.679867
2025-11-30,30.564,24.679867
2025-12-01,30.549,24.667755
2025-12-02,29.881,24.128357
2025-12-03,29.642,23.935369
2025-12-04,29.86,24.1114
2025-12-05,29.039,23.448458
2025-12-06,28.512,23.022915
2025-12-07,28.512,23.022915
2025-12-08,28.513,23.023722
2025-12-09,28.301,22.852536
2025-12-10,28.645,23.13031
2025-12-11,28.16,22.738681
2025-12-12,28.379,22.91552
2025-12-13,28.81,23.263544
2025-12-14,28.81,23.263544
2025-12-15,28.913,23.346715
2025-12-16,29.07,23.47349
2025-12-17,28.481,22.997883
2025-12-18,28.765,23.227208
2025-12-19,28.872,23.313608
2025-12-20,29.531,23.845739
2025-12-21,29.531,23.845739
2025-12-22,29.689,23.973321
2025-12-23,29.355,23.703622
2025-12-24,29.391,23.732691
2025-12-25,29.886,24.132395
2025-12-26,29.886,24.132395
2025-12-27,29.886,24.132395
2025-12-28,29.886,24.132395
2025-12-29,29.872,24.12109
2025-12-30,30.329,24.490109
2025-12-31,29.551,23.861888
